number_of_rooms,floor,area,latitude,longitude,price
3,2,70.0,38.5902908,68.73696025314088,830000
3,9,50.0,,,560000
2,8,47.0,38.46467165,68.7389283220156,340000
2,5,70.0,38.5853222,68.71890381645422,496990
3,10,64.0,38.52225355,68.74991793788521,308000
2,3,55.0,38.52399065,68.74912565571961,420000
2,5,104.0,38.5871679,68.7869964,767000
4,17,140.0,38.5858337,68.793715,630000
2,4,44.0,38.5615057,68.739065,248000
2,4,50.0,,,195000
4,13,120.0,38.5791059,68.754831,846000
2,4,45.0,38.564374400000005,68.73941921022708,320000
2,6,84.0,38.5507163,68.8305472,600000
3,3,71.0,38.58569185,68.72512473468157,570000
2,5,75.0,38.5540499,68.78854784999999,295554
1,3,40.0,38.501539,68.753393,200000
2,5,48.0,38.5427128,68.86664877742379,141000
2,10,53.0,38.5686948,68.773037,271000
2,4,68.0,38.565722,68.832796,350000
3,4,82.0,38.5507163,68.8305472,467000
1,8,45.0,38.5112209,68.73803768568288,205200
1,4,42.0,38.5635832,68.7537962,410999
2,2,52.0,38.5849938,68.7245146,400000
2,8,46.0,38.52225355,68.74991793788521,425000
3,12,107.0,38.584950250000006,68.76348722496377,1128000
3,4,130.0,38.4881522,68.7153354,1138000
3,13,90.0,38.5425835,68.81521423589763,875000
3,12,100.0,,,933000
2,3,70.0,38.5425835,68.81521423589763,524000
3,7,70.0,38.5902908,68.73696025314088,735000
3,14,66.0,38.5305762,68.7763022,380000
1,4,45.0,38.5853222,68.71890381645422,300000
3,3,64.0,38.5615057,68.739065,650000
2,2,58.0,38.5834656,68.7891768,508500
3,10,90.0,38.5507163,68.8305472,1073500
2,9,79.0,38.54383815,68.7246305,490000
2,7,46.0,38.5615057,68.739065,277500
2,2,40.0,38.50599805,68.75511569013814,230000
2,10,70.0,38.5507163,68.8305472,358000
5,2,90.0,,,750000
3,2,55.0,,,680000
2,8,52.0,38.4881522,68.7153354,450000
1,3,45.0,38.52874565,68.7448214,280000
2,5,60.0,38.5635832,68.7537962,460000
2,4,56.0,38.5305762,68.7763022,437000
2,13,62.0,38.5305762,68.7763022,385000
2,13,62.0,38.5305762,68.7763022,385000
2,13,75.0,38.5215622,68.74921245,400000
2,7,73.0,38.562076,68.7984058,615000
3,4,50.0,,,900000
2,2,60.0,38.5425835,68.81521423589763,450000
3,7,81.0,38.57144665,68.75630004640139,600000
2,7,61.0,38.5425835,68.81521423589763,790000
2,4,48.0,38.5227788,68.766135,230000
2,3,38.0,38.55844695,68.74822573217185,350000
2,2,65.0,38.5635832,68.7537962,650000
4,4,101.0,38.53068645,68.74526127900722,1000000
1,8,45.0,38.5575994,68.76368975457416,300000
4,8,100.0,38.5425835,68.81521423589763,712000
2,6,80.0,38.5871679,68.7869964,920000
2,9,107.0,38.5871679,68.7869964,512100
1,9,53.0,38.5905467,68.7329119,420000
3,8,96.0,38.5871679,68.7869964,960000
2,15,80.0,38.55014405,68.76102166353772,365000
1,9,60.0,38.5858337,68.793715,280000
5,5,97.0,38.5215622,68.74921245,909000
3,8,87.0,,,570000
3,8,112.0,38.584950250000006,68.76348722496377,1026000
3,6,115.0,38.5575994,68.76368975457416,830000
4,6,105.0,,,718000
2,11,75.0,38.5234594,68.74951586109968,467400
1,13,91.0,38.4881522,68.7153354,446000
5,1,97.0,38.5849938,68.7245146,682000
3,4,75.0,38.5849938,68.7245146,627000
1,4,42.0,38.5575994,68.76368975457416,285000
2,1,57.0,38.5635832,68.7537962,399000
3,11,100.0,38.52225355,68.74991793788521,909000
2,3,75.0,,,558000
2,16,73.0,38.5887216,68.73026537888512,460000
2,4,52.0,38.5112209,68.73803768568288,250000
2,14,116.0,,,728370
2,4,58.0,38.58569185,68.72512473468157,393000
3,1,60.0,38.5858337,68.793715,298000
2,3,50.0,38.5540499,68.78854784999999,232675
1,6,48.0,38.5311744,68.751064,229000
1,3,46.0,38.5785822,68.7898577,3500
3,8,102.0,38.5507163,68.8305472,410000
2,4,64.0,38.5834656,68.7891768,583680
5,3,150.0,,,1207500
5,7,113.0,,,831680
1,8,50.0,38.5112209,68.73803768568288,350000
2,3,55.0,38.5215622,68.74921245,416000
6,18,170.0,,,1173000
2,4,48.0,38.52874565,68.7448214,400000
6,18,191.0,,,1317900
2,7,60.0,38.5739136,68.7854047,585000
3,9,65.0,38.54557415,68.82363701984585,549600
1,5,45.0,,,476000
1,9,43.0,38.5707484,68.7886955,308000
4,8,150.0,38.54670385,68.74736905,1242000
3,10,97.0,,,970000
2,2,55.0,,,415000
2,4,58.0,38.5266002,68.74827971106365,372000
2,4,54.0,38.5389415,68.76361308837454,353000
3,2,70.0,,,530000
4,5,78.0,38.5849938,68.7245146,547000
2,9,68.0,38.5623522,68.81128815016059,550400
3,2,54.0,,,380000
3,1,50.0,,,485000
1,10,60.0,38.5707484,68.7886955,530000
4,4,74.0,38.52874565,68.7448214,534000
2,12,72.0,38.5266002,68.74827971106365,340000
4,1,80.0,38.5215622,68.74921245,750000
2,3,57.0,,,450000
1,11,56.0,38.5853222,68.71890381645422,341000
2,4,52.0,38.5112209,68.73803768568288,363000
2,1,48.0,,,380000
3,9,90.0,38.5853222,68.71890381645422,650000
3,6,112.0,,,1254000
1,12,89.0,,,1017000
3,2,70.0,,,623000
1,9,56.0,38.5615057,68.739065,340000
2,16,67.0,,,366000
2,8,62.0,38.52225355,68.74991793788521,558000
1,11,44.0,,,456000
1,16,59.0,38.5649497,68.8128106,280000
3,5,110.0,38.5305762,68.7763022,690000
1,15,64.0,,,431000
2,6,86.0,38.584950250000006,68.76348722496377,1080000
2,8,88.0,38.5736713,68.7948765,703000
2,1,40.0,38.5305762,68.7763022,260000
1,2,25.0,38.5305762,68.7763022,220000
1,4,31.0,,,283000
1,3,50.0,,,156000
3,5,76.0,38.54557415,68.82363701984585,587000
1,9,46.0,38.5507163,68.8305472,285000
2,4,34.0,38.5427547,68.8685532,320000
2,7,52.0,38.5305762,68.7763022,400000
3,8,54.0,38.5688829,68.7908893,480000
2,7,45.0,,,360000
2,11,50.0,38.50599805,68.75511569013814,340000
1,5,52.0,38.577858,68.7915239,500000
4,12,120.0,,,881400
4,3,80.0,38.53068645,68.74526127900722,655400
2,11,87.0,38.5834656,68.7891768,700000
3,1,53.0,38.55844695,68.74822573217185,450000
2,2,55.0,38.52399065,68.74912565571961,480000
3,5,110.0,38.5425835,68.81521423589763,1020000
2,4,43.0,38.52399065,68.74912565571961,345000
2,6,70.0,,,462840
2,2,52.0,,,495000
5,3,100.0,,,865000
2,13,62.0,,,397000
3,11,63.0,,,450000
5,1,125.0,,,1280000
3,12,75.0,38.5507163,68.8305472,400000
1,14,62.0,38.5615057,68.739065,250000
1,4,58.0,38.5615057,68.739065,385000
3,8,50.0,,,685000
2,13,50.0,38.5615057,68.739065,400000
2,14,75.0,38.5507163,68.8305472,340000
2,14,55.0,,,449000
2,1,53.0,38.5208346,68.74790775,374500
2,7,50.0,38.5305762,68.7763022,245000
1,8,50.0,,,460000
4,6,90.0,,,850000
2,4,42.0,38.5112209,68.73803768568288,304999
2,5,53.0,38.5305762,68.7763022,309999
2,1,40.0,38.5635832,68.7537962,399000
5,3,120.0,38.5100357,68.7339248,700000
3,2,63.0,38.5112209,68.73803768568288,450000
3,2,80.0,38.5615057,68.739065,604800
1,4,28.0,38.5507163,68.8305472,445000
3,1,70.0,38.5305762,68.7763022,547000
1,5,48.0,,,138000
2,5,52.0,38.5305762,68.7763022,420000
2,6,44.0,38.5615057,68.739065,372000
2,2,48.0,38.5305762,68.7763022,360000
4,5,120.0,38.5112209,68.73803768568288,740000
2,2,37.0,38.5887216,68.73026537888512,295000
4,2,80.0,38.58569185,68.72512473468157,644000
3,3,68.0,38.5615057,68.739065,665000
2,11,62.0,38.562076,68.7984058,545000
3,10,81.0,38.5871679,68.7869964,798000
2,10,90.0,38.5686785,68.79479377896965,490000
1,2,60.0,38.5507163,68.8305472,370000
2,8,65.0,38.5112209,68.73803768568288,400000
5,4,70.0,38.5305762,68.7763022,575000
2,11,96.0,38.5296206,68.74739629999999,496800
3,10,154.0,38.54670385,68.74736905,862000
2,4,78.0,38.4881522,68.7153354,644000
2,2,47.0,38.5234594,68.74951586109968,440000
1,2,50.0,,,400000
2,12,46.0,38.46467165,68.7389283220156,305000
2,11,125.0,38.5425835,68.81521423589763,1150000
4,4,85.0,38.5305762,68.7763022,530000
2,2,60.0,38.52225355,68.74991793788521,445000
3,3,103.0,38.5871679,68.7869964,800000
1,1,42.0,38.54670385,68.74736905,385000
2,2,60.0,,,445000
3,1,53.0,38.5615057,68.739065,570000
2,9,54.0,,,444600
2,5,51.0,38.5871679,68.7869964,630000
2,3,57.0,,,450000
2,2,57.0,38.52399065,68.74912565571961,416100
3,2,61.0,38.5635832,68.7537962,650000
3,3,125.0,38.54557415,68.82363701984585,1400000
3,5,65.0,38.5615057,68.739065,420000
2,9,65.0,38.58980425,68.78555936331782,270000
3,5,114.0,38.5507163,68.8305472,800000
3,1,118.0,38.5871679,68.7869964,1335760
2,8,60.0,38.5776615,68.7225776,341400
1,15,41.0,38.5853222,68.71890381645422,150000
3,6,97.0,38.5834656,68.7891768,780000
2,17,97.0,,,669300
2,10,53.0,38.5686948,68.773037,271000
1,8,53.0,,,210000
3,11,132.0,38.5853222,68.71890381645422,435000
5,1,87.0,,,670000
2,1,45.0,38.5305762,68.7763022,259000
2,15,83.0,38.5631138,68.7919442,429525
3,8,87.0,38.5208346,68.74790775,720000
1,8,54.0,38.569521,68.7873603,533000
4,7,180.0,38.5668499,68.7889752,1600000
2,13,46.0,,,673000
2,1,79.0,,,471000
3,15,95.0,38.5507163,68.8305472,580000
2,15,81.0,,,370000
3,6,96.0,38.5808758,68.785979,965000
2,2,84.0,38.5871679,68.7869964,350000
2,9,75.0,38.5305762,68.7763022,430000
2,4,87.0,38.5615057,68.739065,790000
2,1,68.0,,,500000
3,9,110.0,38.529454,68.7586895,1450000
1,9,57.0,38.5507163,68.8305472,354500
2,5,56.0,38.5425835,68.81521423589763,320000
2,12,82.0,,,520000
1,3,37.0,38.5305762,68.7763022,250000
3,12,67.0,38.5305762,68.7763022,500000
3,1,70.0,38.57248245,68.72973673859121,445000
2,9,68.0,38.5640864,68.7852224,320000
3,2,70.0,38.5615057,68.739065,545000
1,11,50.0,,,320000
5,10,139.0,,,943120
2,4,52.0,38.5112209,68.73803768568288,367000
1,5,68.0,38.5425835,68.81521423589763,386000
1,4,55.0,,,442750
3,2,80.0,38.5615057,68.739065,780000
3,3,80.0,38.5853222,68.71890381645422,592800
3,10,90.0,38.5234594,68.74951586109968,665000
2,14,83.0,38.4881522,68.7153354,570000
2,14,75.0,38.5853222,68.71890381645422,307000
1,9,45.0,38.57144665,68.75630004640139,350000
3,1,72.0,38.5853222,68.71890381645422,358000
3,9,125.0,38.584950250000006,68.76348722496377,1020000
1,12,72.0,38.58527165,68.7282739598053,320000
3,3,107.0,38.529454,68.7586895,640000
2,1,54.0,38.5215622,68.74921245,385000
4,5,103.0,,,581950
3,4,96.0,38.5686785,68.79479377896965,1313000
3,4,50.0,,,1183350
2,7,75.0,38.52225355,68.74991793788521,700000
5,3,90.0,38.5208346,68.74790775,650000
3,9,90.0,38.5853222,68.71890381645422,648000
1,4,30.0,,,260000
2,4,88.0,38.4881522,68.7153354,685000
5,1,110.0,38.5112209,68.73803768568288,615000
2,1,58.0,38.5776615,68.7225776,380000
4,9,90.0,38.5849938,68.7245146,456000
3,1,72.0,,,650000
4,4,132.0,38.5704518,68.77644953851382,1650000
4,11,75.0,,,339000
1,4,32.0,38.5818824,68.7790901,265000
1,14,55.0,38.5688829,68.7908893,326040
3,6,62.0,,,500000
1,3,44.0,38.5858337,68.793715,196000
3,15,132.0,38.5871679,68.7869964,785000
2,1,43.0,,,590000
2,10,94.0,38.5858337,68.793715,972000
3,11,112.0,38.5623522,68.81128815016059,650000
2,9,65.0,38.5507163,68.8305472,550000
2,8,75.0,,,422000
2,14,72.0,38.58527165,68.7282739598053,400000
3,13,53.0,38.58527165,68.7282739598053,350000
3,3,115.0,38.5615057,68.739065,999000
1,14,59.0,38.5832623,68.7107404123386,225900
2,9,43.0,38.5858337,68.793715,165000
2,13,118.0,38.5635832,68.7537962,538000
3,11,117.0,,,1710000
3,4,112.0,38.56238815,68.80941509418605,894000
1,12,70.0,38.575439900000006,68.79299695439276,477000
3,4,122.0,38.5707484,68.7886955,1322500
3,7,94.0,,,855000
4,1,80.0,38.5902908,68.73696025314088,690000
4,2,87.0,38.5853222,68.71890381645422,630000
2,1,42.0,38.5615057,68.739065,490000
2,4,78.0,38.4881522,68.7153354,640000
2,9,59.0,,,547000
3,3,73.0,38.5507163,68.8305472,450000
2,6,83.0,38.5305762,68.7763022,720000
2,14,108.0,38.5507163,68.8305472,730000
2,12,79.0,38.5871679,68.7869964,452000
2,1,50.0,38.5615057,68.739065,520000
3,7,100.0,38.5507163,68.8305472,880000
1,4,45.0,38.5858337,68.793715,145000
2,14,56.0,,,418000
1,11,50.0,,,234000
3,5,50.0,,,45000
5,1,50.0,,,420000
2,8,69.0,38.5305762,68.7763022,390000
2,4,60.0,38.54670385,68.74736905,500000
2,11,52.0,,,550000
3,4,57.0,,,490000
2,4,70.0,38.5635832,68.7537962,460000
3,4,70.0,38.5635832,68.7537962,460000
2,4,75.0,38.5635832,68.7537962,460000
1,6,57.0,38.5853222,68.71890381645422,220000
3,8,86.0,38.5215622,68.74921245,530000
1,7,60.0,38.5635832,68.7537962,339000
4,3,131.0,38.5834656,68.7891768,850000
2,10,74.0,38.5832623,68.7107404123386,420000
2,12,64.0,38.54557415,68.82363701984585,630000
4,3,80.0,38.5305762,68.7763022,737000
3,10,132.0,38.5834656,68.7891768,1000000
1,5,50.0,,,145000
2,13,44.0,38.5823233,68.74831405,300000
3,6,106.0,38.5615057,68.739065,397000
2,9,73.0,,,720000
4,2,70.0,38.5776615,68.7225776,690000
3,14,50.0,,,330000
3,1,65.0,38.5615057,68.739065,450000
2,12,85.0,38.5234594,68.74951586109968,500000
2,13,50.0,38.5871679,68.7869964,760000
3,5,114.0,38.5858337,68.793715,1185000
4,1,108.0,38.5507163,68.8305472,487000
1,3,43.0,38.5615057,68.739065,415000
3,1,68.0,,,470000
3,1,70.0,38.5305762,68.7763022,536000
3,4,100.0,38.52225355,68.74991793788521,970000
2,2,79.0,38.5540499,68.78854784999999,363000
1,7,50.0,,,218000
2,6,54.0,38.5615057,68.739065,366000
3,8,85.0,,,545000
1,12,43.0,38.5635832,68.7537962,380000
2,7,58.0,38.5871679,68.7869964,542400
2,12,50.0,38.5305762,68.7763022,380000
2,10,72.0,,,670000
3,6,64.0,38.52225355,68.74991793788521,499000
2,5,78.0,38.5215622,68.74921245,435000
2,3,58.0,38.5823233,68.74831405,260000
3,9,98.0,,,1368000
2,12,50.0,38.5305762,68.7763022,380000
2,7,95.0,38.5853222,68.71890381645422,660000
4,4,65.0,38.5208346,68.74790775,612700
3,10,117.0,38.584950250000006,68.76348722496377,1200420
3,11,120.0,38.5858337,68.793715,1603000
1,3,49.0,38.5859732,68.79927069760828,580000
2,5,70.0,,,700000
2,4,86.0,38.5208346,68.74790775,440000
2,14,58.0,38.5615057,68.739065,255000
1,15,52.0,,,360000
2,7,45.0,38.5826377,68.71973186087409,350000
2,3,80.0,38.5507163,68.8305472,740000
1,9,55.0,38.5507163,68.8305472,420000
1,1,30.0,38.5507163,68.8305472,260000
2,7,50.0,38.4881522,68.7153354,495000
6,15,186.0,,,1283400
2,4,72.0,38.54557415,68.82363701984585,500000
1,4,60.0,38.5871679,68.7869964,342500
3,9,70.0,38.525688,68.7492703353783,360000
2,2,90.0,,,800000
1,5,61.0,38.5615057,68.739065,240000
2,14,52.0,38.5594023,68.8300744,452220
2,14,54.0,38.5615057,68.739065,370000
2,9,65.0,,,330000
2,3,58.0,38.5615057,68.739065,490000
1,8,60.0,,,270000
1,8,67.0,,,305500
2,8,73.0,,,1007000
2,13,46.0,,,625000
4,3,115.0,38.5707484,68.7886955,1140000
3,4,55.0,38.5834656,68.7891768,430000
2,12,95.0,38.5234594,68.74951586109968,541500
2,1,38.0,38.5507163,68.8305472,390000
2,13,60.0,38.5871679,68.7869964,600000
2,9,107.0,,,604000
1,7,62.0,38.5635832,68.7537962,419000
2,10,88.0,,,768000
2,8,76.0,38.58227975,68.76266008256485,370918
2,9,50.0,38.5305762,68.7763022,320000
3,5,74.0,38.5540499,68.78854784999999,330000
5,1,100.0,38.5849938,68.7245146,695005
2,8,55.0,38.5215622,68.74921245,403655
3,7,85.0,38.5853222,68.71890381645422,545605
4,11,176.0,38.562076,68.7984058,900540
1,9,47.0,38.5507163,68.8305472,599000
3,9,84.0,,,545000
1,10,60.0,38.5858337,68.793715,285000
2,15,60.0,38.5858337,68.793715,360000
3,4,66.0,38.53068645,68.74526127900722,520000
2,16,83.0,38.55014405,68.76102166353772,655000
3,9,83.0,38.5208346,68.74790775,610000
3,1,50.0,38.5635832,68.7537962,400000
3,5,85.0,38.5305762,68.7763022,712000
4,16,121.0,38.5305762,68.7763022,590000
4,4,90.0,38.5853222,68.71890381645422,775000
2,7,73.0,38.5853222,68.71890381645422,390000
1,2,33.0,38.5112209,68.73803768568288,169290
1,8,48.0,38.5425835,68.81521423589763,410000
2,4,58.0,38.54670385,68.74736905,435000
2,2,65.0,38.5208346,68.74790775,580000
3,2,70.0,38.52399065,68.74912565571961,535000
1,1,35.0,38.52225355,68.74991793788521,348000
3,1,53.0,38.5425835,68.81521423589763,621500
3,3,78.0,38.5871679,68.7869964,875000
3,5,50.0,,,835000
4,2,84.0,,,690000
3,1,75.0,38.5615057,68.739065,465000
2,9,54.0,,,445000
3,4,75.0,,,900000
1,10,49.0,,,375000
3,1,110.0,,,410000
3,2,110.0,,,1000000
3,14,75.0,38.54557415,68.82363701984585,570000
1,6,32.0,38.5615057,68.739065,145000
3,6,75.0,38.5853222,68.71890381645422,520000
3,9,106.0,38.5871679,68.7869964,1135000
2,2,48.0,,,479000
4,3,135.0,38.54670385,68.74736905,1282550
4,9,148.0,38.584950250000006,68.76348722496377,1884100
4,5,65.0,38.5215622,68.74921245,470000
2,8,56.0,38.5507163,68.8305472,290000
3,6,86.0,,,800000
1,18,41.0,38.5853222,68.71890381645422,120000
2,13,54.0,38.584950250000006,68.76348722496377,615600
3,2,105.0,,,1082000
3,4,65.0,38.5635832,68.7537962,655000
4,7,90.0,,,615600
2,14,83.0,38.5858337,68.793715,593024
3,12,131.0,38.5507163,68.8305472,777500
2,14,54.0,,,567500
3,3,80.0,38.5234594,68.74951586109968,693500
3,8,85.0,,,626000
3,3,100.0,38.54670385,68.74736905,859000
2,1,60.0,,,538000
4,2,82.0,38.5305762,68.7763022,685000
2,4,37.0,38.5575994,68.76368975457416,395000
3,12,89.0,38.5598881,68.7943138,950000
3,5,103.0,38.5507163,68.8305472,750000
2,8,60.0,,,615000
3,1,50.0,,,513000
2,4,52.0,38.54670385,68.74736905,445000
3,1,54.0,38.5427547,68.8685532,410400
2,4,54.0,38.5266002,68.74827971106365,320000
1,7,54.0,38.5507163,68.8305472,380000
2,1,54.0,38.5615057,68.739065,700000
1,12,63.0,38.5615057,68.739065,299000
2,3,36.0,,,280000
2,3,36.0,,,280000
1,13,60.0,,,408000
1,6,40.0,,,160000
2,5,78.0,,,410000
2,6,86.0,,,660000
4,7,150.0,38.52225355,68.74991793788521,950000
2,3,96.0,38.5707484,68.7886955,750000
3,6,130.0,38.52225355,68.74991793788521,1500000
2,1,54.0,,,416000
1,4,33.0,38.5100357,68.7339248,320000
2,4,100.0,,,1824000
3,5,86.0,,,912000
3,12,66.0,,,862500
3,12,143.0,,,855140
2,5,65.0,38.5389415,68.76361308837454,337000
3,5,75.0,38.5885533,68.7787884,476000
2,7,50.0,38.52399065,68.74912565571961,430000
1,18,75.0,,,517500
1,10,60.0,38.5644634,68.7598051,272400
3,7,102.0,38.5507163,68.8305472,903000
3,1,200.0,,,1707000
1,2,34.0,38.55966,68.7514043,295000
2,3,50.0,38.55844695,68.74822573217185,297000
3,12,78.0,38.5507163,68.8305472,680000
4,8,100.0,38.57144665,68.75630004640139,678000
2,3,68.0,38.5507163,68.8305472,354000
4,9,147.0,,,1930000
1,4,63.0,,,485000
1,11,60.0,,,479000
3,6,108.0,,,923000
3,8,116.0,,,741000
2,8,75.0,38.5535382,68.8460789,513000
3,11,81.0,,,798000
3,4,65.0,38.5575994,68.76368975457416,500000
2,13,74.0,,,440000
2,14,83.0,,,473000
2,10,50.0,38.5736713,68.7948765,567000
1,2,47.0,38.54670385,68.74736905,390000
1,19,50.0,,,150000
1,3,35.0,38.5507163,68.8305472,290000
3,9,76.0,38.5425835,68.81521423589763,420000
3,7,120.0,38.5871679,68.7869964,1150000
2,14,56.0,,,422000
4,5,80.0,38.5871679,68.7869964,1150000
3,4,140.0,,,821100
1,7,44.0,38.5858337,68.793715,260000
3,2,56.0,38.5615057,68.739065,501600
1,10,62.0,38.5305762,68.7763022,320000
2,11,81.0,38.58980425,68.78555936331782,280000
3,6,107.0,,,355000
2,2,72.0,38.5208346,68.74790775,475000
3,5,110.0,38.52171765,68.74869761629216,990000
2,4,48.0,38.5887216,68.73026537888512,270000
2,14,64.0,38.5853222,68.71890381645422,199000
3,4,70.0,38.5234594,68.74951586109968,550000
2,14,62.0,38.5635832,68.7537962,530000
1,17,44.0,38.533662,68.6677214,280000
1,11,52.0,38.5706843,68.7897228,299000
2,2,42.0,38.5425835,68.81521423589763,455000
2,1,70.0,38.584950250000006,68.76348722496377,5505000
1,8,50.0,,,340500
3,11,64.0,38.5871679,68.7869964,555000
2,2,64.0,38.5112209,68.73803768568288,320000
3,4,67.0,,,445000
4,1,65.0,38.5305762,68.7763022,508500
2,6,45.0,38.5615057,68.739065,449000
4,2,93.0,38.565722,68.832796,630000
2,10,50.0,,,240000
3,16,78.0,38.5615057,68.739065,371100
3,4,86.0,,,600000
1,5,32.0,38.5615057,68.739065,250000
2,7,50.0,,,228000
2,2,65.0,38.5425835,68.81521423589763,485000
3,16,80.0,38.5615057,68.739065,373000
1,9,38.0,,,250000
2,15,56.0,38.5615057,68.739065,422000
2,3,53.0,38.5858337,68.793715,267000
3,1,54.0,,,490000
4,7,130.0,38.5507163,68.8305472,1750000
3,4,45.0,,,300000
1,2,30.0,38.5615057,68.739065,290000
3,3,47.0,38.5215622,68.74921245,520000
2,9,72.0,38.5507163,68.8305472,460000
2,2,38.0,38.5635832,68.7537962,360000
4,4,80.0,38.5615057,68.739065,695000
2,11,50.0,38.5507163,68.8305472,550000
3,7,78.0,38.5507163,68.8305472,785000
2,2,47.0,38.5615057,68.739065,350000
2,5,55.0,38.5615057,68.739065,385000
2,4,50.0,,,250000
3,1,70.0,38.5615057,68.739065,650000
3,2,44.0,38.5615057,68.739065,380000
4,5,63.0,38.5615057,68.739065,495000
2,7,55.0,38.5615057,68.739065,565500
1,4,46.0,38.533662,68.6677214,250000
2,3,65.0,38.533662,68.6677214,350000
1,8,44.0,38.5507163,68.8305472,450000
3,9,50.0,,,390000
2,8,50.0,,,280000
3,3,92.0,38.5807112,68.7586383,698000
3,4,56.0,38.5615057,68.739065,430200
2,6,60.0,38.5615057,68.739065,470000
2,6,42.0,,,1800000
2,6,58.0,38.5615057,68.739065,330000
3,6,70.0,,,530000
2,8,56.0,38.56067835,68.74870560029927,360000
4,6,111.0,38.563966,68.7969471,720000
1,6,35.0,38.5615057,68.739065,300000
3,4,57.0,38.5823233,68.74831405,475000
2,14,56.0,,,421000
4,4,76.0,38.52171765,68.74869761629216,670000
3,4,72.0,38.5234594,68.74951586109968,542000
2,15,52.0,38.5853222,68.71890381645422,370000
1,11,67.0,38.5507163,68.8305472,404000
2,11,68.0,38.563966,68.7969471,633000
5,4,78.0,38.5305762,68.7763022,590000
2,7,67.0,38.58527165,68.7282739598053,335000
2,5,52.0,38.5305762,68.7763022,405000
1,4,65.0,38.5507163,68.8305472,419000
1,11,68.0,38.5871679,68.7869964,347000
2,2,36.0,38.5615057,68.739065,290000
2,5,50.0,38.5305762,68.7763022,410000
3,4,60.0,38.5305762,68.7763022,580555
3,4,68.0,38.5834656,68.7891768,610000
1,17,46.0,,,236000
3,9,125.0,38.584950250000006,68.76348722496377,1305000
2,8,85.0,38.5507163,68.8305472,900000
2,3,40.0,38.5615057,68.739065,340000
1,4,43.0,38.5615057,68.739065,295000
1,4,27.0,38.509434,68.73463477325393,200000
3,4,65.0,38.5305762,68.7763022,610000
3,1,50.0,,,250000
1,13,43.0,38.5686582,68.7850622,306000
3,12,146.0,,,946000
3,4,80.0,38.54670385,68.74736905,800000
1,7,43.0,38.5832623,68.7107404123386,350000
4,4,75.0,,,565000
1,2,23.0,38.5834656,68.7891768,220000
3,2,120.0,,,1290300
3,7,97.0,,,713920
2,2,60.0,38.5615057,68.739065,627000
2,9,50.0,,,335000
2,1,42.0,38.5885533,68.7787884,270000
4,6,90.0,38.5849938,68.7245146,700000
3,2,50.0,,,604000
3,2,74.0,,,625000
2,9,50.0,,,455000
2,5,45.0,38.5507163,68.8305472,170000
2,4,91.0,38.5834656,68.7891768,595000
3,10,83.0,38.5305762,68.7763022,398000
2,6,43.0,38.5615057,68.739065,167000
1,2,32.0,38.5305762,68.7763022,155000
4,10,143.0,,,970250
3,7,83.0,,,610880
2,4,54.0,38.5305762,68.7763022,399000
2,12,70.0,38.5823233,68.74831405,340000
5,10,116.0,,,787060
2,2,50.0,,,270000
2,1,60.0,38.5615057,68.739065,410000
2,15,67.0,38.5615057,68.739065,360000
1,3,34.0,38.5615057,68.739065,170000
5,14,123.0,,,848700
1,3,32.0,38.5615057,68.739065,175000
1,6,32.0,38.5305762,68.7763022,215000
1,2,40.0,38.5305762,68.7763022,165000
3,4,80.0,38.5615057,68.739065,540000
2,2,52.0,38.5305762,68.7763022,240000
2,6,45.0,38.5615057,68.739065,170000
2,2,50.0,38.50599805,68.75511569013814,175000
5,4,94.0,38.57144665,68.75630004640139,699999
3,2,63.0,38.57159655,68.76501266615352,450000
4,10,140.0,,,590000
5,16,113.0,,,779700
3,12,136.0,38.5858337,68.793715,1080000
4,12,185.0,,,2230000
2,7,42.0,38.55857825,68.79582022080177,225000
2,7,67.0,38.58288255,68.7482971,375000
1,4,34.0,38.52171765,68.74869761629216,320000
1,1,29.0,38.55966,68.7514043,320000
2,12,88.0,38.562076,68.7984058,570000
2,7,80.0,38.52225355,68.74991793788521,580000
3,1,77.0,38.5305762,68.7763022,569000
3,20,128.0,38.563966,68.7969471,1368000
2,15,95.0,38.584950250000006,68.76348722496377,535000
1,11,74.0,,,460000
2,18,96.0,,,662400
1,14,74.0,,,510600
2,11,53.0,38.5680967,68.7836254,678000
2,4,85.0,,,1300000
3,2,62.0,38.5871679,68.7869964,598900
2,12,64.0,38.5644634,68.7598051,289280
3,4,67.0,38.52399065,68.74912565571961,520000
1,14,64.0,38.58227975,68.76266008256485,254240
1,1,40.0,38.52225355,68.74991793788521,421800
2,3,56.0,38.5305762,68.7763022,420000
2,2,67.0,38.54670385,68.74736905,454800
3,12,80.0,,,591245
2,12,83.0,,,445000
2,7,65.0,38.562076,68.7984058,690000
1,18,64.0,,,331000
1,6,86.0,38.58096865,68.79602632635067,745000
1,8,64.0,38.5737759,68.8016005,478400
3,2,131.0,38.4881522,68.7153354,1035000
4,15,218.0,,,1880000
4,5,125.0,,,862000
4,8,120.0,38.5853222,68.71890381645422,690000
2,2,51.0,38.5305762,68.7763022,445000
2,14,98.0,,,617000
2,2,60.0,38.52399065,68.74912565571961,500000
2,11,79.0,38.5736713,68.7948765,576000
3,4,68.0,38.5234594,68.74951586109968,535000
3,2,78.0,,,558000
1,5,50.0,38.5834656,68.7891768,370000
3,3,57.0,,,500000
