number_of_rooms,floor,area,latitude,longitude,price
1,7,44.0,,,460000
3,11,113.0,,,753710
3,3,70.0,38.5635832,68.7537962,796000
5,6,123.0,,,926559
2,7,109.0,,,807254
3,7,86.0,,,637000
5,4,151.0,,,1189578
4,0,70.0,38.5834656,68.7891768,280000
2,14,131.0,,,806043
1,17,55.0,,,324657
2,15,87.0,,,532266
3,3,82.0,38.5615057,68.739065,380000
6,17,142.0,,,979800
5,16,163.0,,,1124700
2,12,61.0,38.533662,68.6677214,349000
5,7,164.0,,,1207040
4,8,84.0,38.5215622,68.74921245,650000
2,7,51.0,38.5736713,68.7948765,613000
2,14,74.0,,,510600
2,6,85.0,38.5507163,68.8305472,530000
1,15,53.0,,,330000
1,2,43.0,38.5507163,68.8305472,295000
3,8,108.0,38.5706843,68.7897228,677000
3,4,80.0,38.55014405,68.76102166353772,685000
4,8,125.0,,,898500
2,14,101.0,,,634179
3,1,55.0,38.52399065,68.74912565571961,532000
3,12,108.0,38.5615057,68.739065,828000
2,1,48.0,,,293000
2,9,50.0,38.52399065,68.74912565571961,460000
5,4,96.0,38.5615057,68.739065,790000
3,6,100.0,38.52874565,68.7448214,490000
4,17,140.0,38.5871679,68.7869964,650000
2,8,72.0,,,515000
3,13,50.0,,,515000
3,10,112.0,,,1100000
1,13,54.0,38.5832623,68.7107404123386,278000
1,3,64.0,38.5507163,68.8305472,330000
3,10,120.0,38.5871679,68.7869964,700000
2,11,76.0,38.5529778,68.8457359,432000
3,10,131.0,38.5623163,68.8307218,791350
1,16,56.0,38.5389415,68.76361308837454,229000
2,12,72.0,38.5644634,68.7598051,335000
2,2,57.0,38.52225355,68.74991793788521,467400
2,2,60.0,38.52399065,68.74912565571961,524400
5,4,97.0,,,909600
2,15,73.0,38.57248245,68.72973673859121,455000
5,6,153.0,,,1152549
2,11,83.0,,,561246
2,5,77.0,,,595056
5,4,121.0,,,953238
3,1,66.0,,,437360
3,11,99.0,38.5305762,68.7763022,630000
3,4,65.0,,,670000
5,7,139.0,,,1023040
2,10,97.0,,,671531
1,16,62.0,,,375550
5,17,149.0,,,839615
3,2,68.0,38.5615057,68.739065,440000
2,12,69.0,,,455469
1,15,69.0,,,428536
5,2,100.0,38.5305762,68.7763022,777000
2,12,83.0,38.5535382,68.8460789,493000
4,9,111.0,,,778665
6,17,203.0,,,1400700
6,4,155.0,,,1247750
2,11,82.0,38.58096865,68.79602632635067,820000
6,17,194.0,,,1338600
6,18,140.0,,,966000
6,18,140.0,,,966000
5,17,158.0,,,1090200
2,5,82.0,,,242000
2,8,77.0,38.5666857,68.80115682489688,325000
2,8,50.0,38.5540499,68.78854784999999,226000
4,13,104.0,,,669760
4,16,135.0,,,931500
2,4,59.0,38.5615057,68.739065,170000
3,5,114.0,38.5507163,68.8305472,786000
3,14,129.0,,,890100
2,1,50.0,38.5305762,68.7763022,230000
2,15,73.0,,,503700
2,9,40.0,38.5853222,68.71890381645422,320000
2,15,74.0,,,510600
2,10,71.0,38.57248245,68.72973673859121,481735
1,2,32.0,38.5615057,68.739065,280000
1,16,52.0,,,358800
1,6,44.0,38.5631138,68.7919442,312000
1,0,32.0,,,130000
2,3,75.0,,,603750
6,17,169.0,,,1166100
5,12,159.0,,,1056873
3,15,122.0,38.5737759,68.8016005,675000
3,9,104.0,38.5215622,68.74921245,587000
2,13,87.0,38.5736713,68.7948765,644000
2,11,77.0,,,513000
2,15,88.0,38.4881522,68.7153354,435000
6,11,193.0,,,1287310
6,15,167.0,,,988660
4,8,105.0,,,754688
4,10,180.0,38.5871679,68.7869964,1790000
1,4,56.0,,,438478
2,14,71.0,,,445809
2,7,50.0,,,205000
2,6,93.0,,,703731
2,10,67.0,,,463841
1,3,40.0,,,165000
6,13,195.0,,,1233375
1,9,66.0,,,468522
1,5,64.0,,,492189
2,4,64.0,38.5829199,68.71853950433649,427000
6,18,201.0,,,1386900
6,10,179.0,,,1214515
3,6,131.0,38.5631138,68.7919442,860000
2,1,60.0,38.52874565,68.7448214,468000
2,2,49.0,,,320000
6,18,192.0,,,1324800
6,14,198.0,,,1366200
5,18,153.0,,,1055700
5,7,137.0,,,1008320
2,1,60.0,38.54670385,68.74736905,454000
2,5,86.0,38.5853222,68.71890381645422,535000
4,17,133.0,,,917700
2,1,55.0,,,380000
1,1,40.0,38.5215622,68.74921245,275000
3,3,109.0,38.4881522,68.7153354,1257300
2,5,65.0,38.5853222,68.71890381645422,472000
2,9,61.0,38.584950250000006,68.76348722496377,600000
2,6,71.0,38.528353,68.7378714,400000
3,4,95.0,,,764750
2,12,66.0,38.5179059,68.7617676,339000
3,15,127.0,,,876300
4,4,112.0,38.5707484,68.7886955,1380000
2,8,50.0,38.5112209,68.73803768568288,340000
2,16,73.0,,,503700
1,9,40.0,,,159999
2,16,72.0,,,496800
1,12,50.0,38.5853222,68.71890381645422,360000
3,7,139.0,,,1023040
4,1,64.0,38.52171765,68.74869761629216,520000
2,9,111.0,,,786324
6,12,179.0,38.5688829,68.7908893,1189813
3,6,131.0,,,1643000
3,12,126.0,,,1293000
3,8,101.0,,,612800
1,5,49.0,,,505000
2,11,113.0,,,764106
3,5,91.0,38.53258295,68.73744528032304,650000
6,16,153.0,,,888624
6,14,151.0,,,929103
6,17,199.0,,,1121365
2,10,67.0,38.5707484,68.7886955,540000
2,3,58.0,,,445000
6,13,165.0,,,1043625
2,16,51.0,38.4881522,68.7153354,465000
2,6,63.0,38.5615057,68.739065,402500
4,2,130.0,38.52399065,68.74912565571961,1305000
4,4,121.0,,,953233
6,10,117.0,,,1211204
1,2,34.0,38.5635832,68.7537962,295000
5,3,135.0,,,1086750
2,8,75.0,38.5112209,68.73803768568288,273999
1,11,55.0,38.5853222,68.71890381645422,115000
3,8,125.0,,,898438
1,6,49.0,38.5507163,68.8305472,365000
6,6,173.0,,,1193700
3,8,76.0,38.5305762,68.7763022,587000
6,14,199.0,,,1373100
4,3,100.0,38.5305762,68.7763022,720000
4,8,90.0,,,659000
2,4,48.0,38.5305762,68.7763022,245000
6,14,190.0,38.5688829,68.7908893,1311000
1,9,60.0,38.5808758,68.785979,372000
6,10,193.0,,,1309505
6,15,196.0,,,1352400
5,14,148.0,,,1021200
4,18,131.0,,,903900
2,5,47.0,38.5885533,68.7787884,280000
1,3,31.0,38.50599805,68.75511569013814,195000
4,7,139.0,,,1023040
2,5,53.0,38.54557415,68.82363701984585,459000
3,16,125.0,38.5636739,68.7873395,862500
4,4,80.0,,,593000
3,10,118.0,,,735000
1,12,72.0,38.54557415,68.82363701984585,410000
2,4,85.0,,,684250
2,1,65.0,38.5507163,68.8305472,405000
2,2,38.0,38.5305762,68.7763022,437000
2,2,78.0,,,500000
2,2,35.0,38.5215379,68.9470882,205740
3,4,70.0,38.5507163,68.8305472,400000
2,6,45.0,38.5615057,68.739065,167000
2,4,48.0,38.5305762,68.7763022,290000
2,1,48.0,38.5305762,68.7763022,201000
2,1,55.0,38.5305762,68.7763022,180000
3,5,68.0,38.525688,68.7492703353783,550000
1,7,63.0,38.52225355,68.74991793788521,373000
1,2,30.0,38.5305762,68.7763022,155000
2,1,50.0,38.5305762,68.7763022,240000
2,3,60.0,,,320000
1,6,58.0,38.5615057,68.739065,320000
3,6,94.0,38.5615057,68.739065,570000
3,10,112.0,38.5615057,68.739065,555000
1,5,41.0,38.5615057,68.739065,309150
2,4,50.0,,,280000
3,4,67.0,38.5305762,68.7763022,468000
1,12,44.0,38.5871679,68.7869964,240000
3,3,132.0,38.54557415,68.82363701984585,1200000
2,14,96.0,38.58227975,68.76266008256485,495000
2,14,96.0,,,520000
2,9,75.0,38.55014405,68.76102166353772,470000
2,14,77.0,,,522000
1,10,67.0,38.5659731,68.7913894,386000
3,12,170.0,38.54670385,68.74736905,1704000
2,8,74.0,38.52399065,68.74912565571961,660000
2,10,50.0,38.584950250000006,68.76348722496377,660000
1,8,42.0,38.55014405,68.76102166353772,310000
4,7,110.0,38.5902908,68.73696025314088,960000
1,10,48.0,38.563966,68.7969471,350000
3,13,86.0,38.5635832,68.7537962,595000
4,8,96.0,,,1100000
3,2,64.0,38.5832623,68.7107404123386,550000
1,3,50.0,,,190000
1,1,30.0,38.528353,68.7378714,308000
2,4,38.0,,,350000
2,1,53.0,38.5112209,68.73803768568288,350000
2,2,48.0,38.5305762,68.7763022,365000
1,3,35.0,38.5305762,68.7763022,265000
4,6,135.0,,,1200000
3,4,116.0,,,1299000
2,14,55.0,38.54670385,68.74736905,305100
5,4,100.0,,,700000
3,9,76.0,38.5112209,68.73803768568288,343000
2,4,90.0,,,843600
5,3,100.0,38.5615057,68.739065,866400
6,3,220.0,38.52225355,68.74991793788521,1590000
6,3,220.0,,,1590000
1,7,38.0,38.5635832,68.7537962,290000
3,11,86.0,38.5737759,68.8016005,970000
2,4,52.0,38.5683072,68.7866566,310000
4,7,100.0,,,581400
2,6,48.0,38.5615057,68.739065,400000
2,11,80.0,38.5507163,68.8305472,610000
1,9,50.0,,,330000
2,9,54.0,38.5305762,68.7763022,380000
3,2,118.0,38.5234594,68.74951586109968,1290000
4,7,94.0,,,910000
4,1,90.0,38.5849938,68.7245146,600000
3,7,80.0,38.54670385,68.74736905,737000
4,7,96.0,38.5187339,68.76090089721436,1017325
3,2,107.0,,,295000
2,14,49.0,38.5615057,68.739065,370000
2,2,72.0,38.5858337,68.793715,200000
3,15,77.0,38.53839425,68.754725015596,449000
1,8,37.0,38.52874565,68.7448214,330000
3,3,60.0,38.5615057,68.739065,536000
2,14,48.0,38.5640864,68.7852224,300000
2,2,48.0,38.5305762,68.7763022,220000
2,11,52.0,,,741000
2,3,78.0,38.5834656,68.7891768,620000
1,4,49.0,38.6009703,68.7684063,430000
2,1,44.0,,,470000
3,9,100.0,38.5615057,68.739065,600000
3,3,74.0,38.5507163,68.8305472,795000
2,5,78.0,38.5215622,68.74921245,500000
4,4,68.0,,,500000
3,0,65.0,38.5507163,68.8305472,342000
1,11,52.0,38.5871679,68.7869964,545000
3,8,110.0,38.5858337,68.793715,1068500
2,8,56.0,38.5615057,68.739065,330000
1,8,50.0,,,310005
5,2,145.0,38.54670385,68.74736905,1350005
3,1,66.0,38.5215622,68.74921245,445805
3,4,80.0,38.54670385,68.74736905,545705
2,4,72.0,38.5112209,68.73803768568288,386505
2,6,47.0,38.5112209,68.73803768568288,320000
2,6,70.0,38.5208346,68.74790775,510005
4,4,80.0,38.5849938,68.7245146,515000
2,4,60.0,38.54670385,68.74736905,400005
2,4,60.0,38.52225355,68.74991793788521,432000
4,4,110.0,38.5853222,68.71890381645422,625005
4,2,86.0,38.5234594,68.74951586109968,704905
1,1,80.0,38.5208346,68.74790775,573000
2,7,66.0,38.5871679,68.7869964,420000
2,6,75.0,38.52874565,68.7448214,460000
4,2,67.0,38.5215622,68.74921245,620000
2,6,48.0,38.5215622,68.74921245,380000
2,1,38.0,,,290000
2,4,52.0,,,377500
1,3,40.0,38.5635832,68.7537962,388000
1,1,26.0,,,238000
3,2,112.0,38.5832042,68.7544786,930000
1,2,38.0,,,296000
3,4,60.0,,,365000
3,3,106.0,38.5926721,68.743481,460000
2,12,75.0,38.5507163,68.8305472,439000
2,3,58.0,38.52225355,68.74991793788521,445000
3,1,79.0,,,599000
3,10,110.0,38.54557415,68.82363701984585,530000
1,3,28.0,38.52580575,68.73710437940755,320000
2,9,54.0,38.5621345,68.75583104243432,290000
2,10,115.0,38.5507163,68.8305472,667000
1,6,51.0,38.5305762,68.7763022,203000
4,5,123.0,,,994000
3,11,95.0,38.5305762,68.7763022,706000
3,16,82.0,38.5832623,68.7107404123386,510000
2,0,52.0,38.5832623,68.7107404123386,250000
4,6,162.0,38.5871679,68.7869964,1250000
2,3,78.0,38.52225355,68.74991793788521,490000
3,13,135.0,38.584950250000006,68.76348722496377,950000
1,14,56.0,38.55014405,68.76102166353772,265000
3,3,50.0,,,510000
1,6,46.0,38.57159655,68.76501266615352,415200
2,8,80.0,,,580000
1,4,47.0,38.5615057,68.739065,241110
2,11,75.0,38.5706843,68.7897228,500000
1,13,42.0,38.5575994,68.76368975457416,400000
1,11,41.0,38.5112209,68.73803768568288,163590
1,13,37.0,38.5112209,68.73803768568288,147630
1,8,47.0,38.5112209,68.73803768568288,214320
1,13,44.0,38.5112209,68.73803768568288,175560
1,4,49.0,38.5112209,68.73803768568288,251370
1,6,36.0,38.5112209,68.73803768568288,164160
1,2,36.0,38.5112209,68.73803768568288,184680
1,7,44.0,38.5112209,68.73803768568288,200640
1,8,36.0,38.5112209,68.73803768568288,164160
1,10,47.0,38.5112209,68.73803768568288,214320
2,11,96.0,38.5296206,68.74739629999999,496800
1,1,54.0,38.5853222,68.71890381645422,300000
1,9,41.0,38.5112209,68.73803768568288,186960
2,3,49.0,38.5615057,68.739065,456000
3,5,72.0,38.5615057,68.739065,575000
2,2,45.0,38.5305762,68.7763022,2015000
2,17,72.0,,,496800
1,18,50.0,,,345000
3,3,73.0,38.58569185,68.72512473468157,680000
6,10,147.0,,,997395
4,6,123.0,,,926559
2,3,135.0,,,1086750
1,12,60.0,,,400200
3,8,110.0,38.584950250000006,68.76348722496377,740000
5,15,147.0,,,879060
2,8,84.0,38.562076,68.7984058,968000
3,9,123.0,,,926498
4,7,139.0,,,1023040
1,3,45.0,,,285000
5,17,179.0,,,1008665
1,13,53.0,,,344138
3,5,137.0,,,1055585
2,7,50.0,,,500000
3,3,125.0,38.5615057,68.739065,1085000
1,11,67.0,,,458850
2,6,75.0,38.5305762,68.7763022,460000
2,4,91.0,,,717899
1,3,39.0,38.5305762,68.7763022,220000
1,14,61.0,,,382663
3,8,95.0,,,682813
2,4,38.0,38.5871679,68.7869964,400000
1,16,47.0,,,283952
6,15,197.0,,,1359300
1,11,59.0,,,540000
2,4,78.0,38.52225355,68.74991793788521,695000
2,3,48.0,38.5234594,68.74951586109968,440000
6,15,188.0,,,1297200
3,3,94.0,38.5858337,68.793715,850000
3,7,90.0,,,650000
6,16,194.0,,,1338600
2,8,60.0,38.5296206,68.74739629999999,307800
2,11,60.0,,,775000
2,1,60.0,38.5507163,68.8305472,650000
5,13,119.0,,,766360
5,15,143.0,,,986700
4,14,129.0,,,890100
3,17,123.0,,,848700
3,10,86.0,,,583510
2,9,65.0,38.584950250000006,68.76348722496377,692000
2,18,70.0,,,483000
3,13,109.0,38.5305762,68.7763022,520000
2,18,71.0,,,489900
1,3,60.0,38.5296206,68.74739629999999,342000
1,14,79.0,,,545100
2,1,59.0,,,370000
3,11,110.0,38.5858337,68.793715,1243000
1,7,53.0,,,390080
1,1,47.0,38.5296206,68.74739629999999,267900
5,16,163.0,,,955995
4,15,147.0,,,879060
4,17,149.0,,,839615
2,16,58.0,38.5296206,68.74739629999999,264480
6,11,163.0,,,1087210
5,4,50.0,,,1540000
2,8,95.0,,,688275
4,4,101.0,,,795628
3,1,56.0,38.5615057,68.739065,450000
2,3,48.0,,,250000
5,14,161.0,,,990553
3,1,75.0,38.5425835,68.81521423589763,512000
1,9,52.0,38.5112209,68.73803768568288,239400
5,13,175.0,,,1106875
3,1,90.0,38.5425835,68.81521423589763,500000
2,5,52.0,38.5112209,68.73803768568288,269325
1,11,33.0,38.5615057,68.739065,131670
2,11,71.0,38.5112209,68.73803768568288,280800
1,3,37.0,38.5112209,68.73803768568288,188977
1,3,49.0,38.5112209,68.73803768568288,251000
2,2,65.0,,,655000
1,11,37.0,38.5112209,68.73803768568288,146335
2,5,107.0,,,826896
2,8,64.0,38.5305762,68.7763022,344000
3,1,90.0,38.5425835,68.81521423589763,500000
1,5,36.0,38.5112209,68.73803768568288,184000
1,5,41.0,38.5112209,68.73803768568288,209400
4,6,103.0,,,775848
6,12,149.0,,,968128
2,9,81.0,,,577530
1,1,50.0,,,290000
1,1,27.0,38.52225355,68.74991793788521,310000
1,1,30.0,38.5234594,68.74951586109968,350000
4,3,115.0,,,925750
1,10,59.0,,,409705
3,5,80.0,,,558000
2,1,107.0,38.5615057,68.739065,450000
6,0,195.0,,,1345500
3,4,63.0,,,467400
6,16,186.0,,,1283400
6,10,159.0,,,1078815
3,8,110.0,38.5871679,68.7869964,2165888
6,17,192.0,,,1324800
2,11,75.0,38.5615057,68.739065,360000
2,1,63.0,38.5208346,68.74790775,452000
5,16,138.0,,,952200
2,4,44.0,,,370000
2,11,75.0,,,501600
4,4,160.0,38.5559868,68.79811000110263,1820000
4,7,95.0,38.5853222,68.71890381645422,420000
1,3,43.0,38.5871679,68.7869964,280000
3,5,95.0,38.5305762,68.7763022,780000
4,7,117.0,,,861120
4,7,117.0,,,861120
2,6,58.0,,,510000
3,18,121.0,,,834900
2,15,56.0,38.5838634,68.7419029,420000
2,14,100.0,,,690000
2,4,75.0,,,603750
1,15,78.0,,,538200
2,15,51.0,38.54670385,68.74736905,420000
1,12,53.0,,,242000
1,10,41.0,,,196000
2,8,98.0,,,402000
3,4,70.0,,,547000
3,1,70.0,38.58527165,68.7282739598053,460000
2,8,46.0,38.54557415,68.82363701984585,435000
2,3,60.0,38.52225355,68.74991793788521,445000
3,5,50.0,,,455000
2,5,70.0,38.54557415,68.82363701984585,565000
1,12,67.0,38.5507163,68.8305472,380000
3,5,80.0,38.58527165,68.7282739598053,525000
1,4,50.0,,,435000
3,2,90.0,38.5931243,68.7783348,854000
3,2,70.0,38.5425835,68.81521423589763,646000
2,2,44.0,38.5305762,68.7763022,350000
3,1,61.0,38.5305762,68.7763022,520000
3,1,66.0,38.4881522,68.7153354,318000
4,2,80.0,38.562076,68.7984058,670000
3,5,56.0,38.5507163,68.8305472,380000
2,10,67.0,38.5305762,68.7763022,450000
2,14,88.0,38.5706843,68.7897228,628500
2,4,60.0,38.5206214,68.77887007671087,300000
2,11,72.0,38.562076,68.7984058,799999
4,16,131.0,,,679000
2,4,58.0,38.5853222,68.71890381645422,430000
3,4,50.0,,,1000000
1,4,32.0,38.5305762,68.7763022,170000
1,1,27.0,38.5823233,68.74831405,230000
1,8,44.0,,,315000
3,11,118.0,38.5234594,68.74951586109968,550000
3,17,140.0,,,568000
4,4,75.0,,,270000
1,17,44.0,38.5077678,68.7681578,125000
1,3,44.0,38.5507163,68.8305472,170000
1,3,40.0,,,165000
2,1,48.0,,,255000
3,15,106.0,38.4881522,68.7153354,1099000
3,8,87.0,38.5507163,68.8305472,767000
2,0,51.0,38.5208346,68.74790775,280000
2,4,81.0,38.5507163,68.8305472,507870
3,3,105.0,38.5507163,68.8305472,595875
2,10,86.0,38.5858337,68.793715,1140000
1,7,56.0,38.5077678,68.7681578,211000
2,5,60.0,38.5849938,68.7245146,456000
3,12,80.0,,,695400
4,2,70.0,,,882000
3,1,53.0,38.5849938,68.7245146,456000
3,8,108.0,38.5707484,68.7886955,677000
2,6,58.0,38.5112209,68.73803768568288,350000
2,14,63.0,38.5208346,68.74790775,328500
3,1,124.0,38.5507163,68.8305472,782000
1,12,34.0,38.562076,68.7984058,330000
1,11,50.0,38.5305762,68.7763022,245099
2,3,49.0,38.5305762,68.7763022,215000
1,2,28.0,38.50599805,68.75511569013814,169900
3,1,50.0,,,201999
3,4,68.0,38.5305762,68.7763022,559000
3,9,56.0,38.5615057,68.739065,400000
3,8,102.0,38.5305762,68.7763022,387000
2,16,78.0,38.5507163,68.8305472,390000
2,5,70.0,38.5234594,68.74951586109968,740000
2,8,50.0,,,397250
1,3,42.0,38.5425835,68.81521423589763,330000
2,7,67.0,38.5849938,68.7245146,547000
5,3,90.0,,,590000
2,1,58.0,38.4881522,68.7153354,445000
3,1,70.0,38.52225355,68.74991793788521,615000
1,13,33.0,38.5615057,68.739065,131700
1,12,49.0,38.5615057,68.739065,195500
2,4,58.0,,,480000
1,7,65.0,,,270000
2,12,56.0,38.5615057,68.739065,239400
2,3,56.0,38.5615057,68.739065,287280
2,3,49.0,38.5615057,68.739065,251370
4,3,130.0,38.54670385,68.74736905,1596000
3,5,107.0,,,690000
1,4,44.0,38.5615057,68.739065,225720
3,8,80.0,38.5425835,68.81521423589763,500000
1,5,47.0,38.5615057,68.739065,241110
1,5,44.0,38.5615057,68.739065,225720
2,11,56.0,38.5615057,68.739065,223440
1,12,44.0,38.5615057,68.739065,175550
1,12,47.0,38.5615057,68.739065,187500
1,12,48.0,,,357120
2,2,71.0,38.5615057,68.739065,364230
4,5,80.0,38.5853222,68.71890381645422,459999
1,11,48.0,38.5615057,68.739065,191520
3,15,88.0,38.5305762,68.7763022,520000
1,7,44.0,38.5615057,68.739065,200600
2,11,52.0,38.5507163,68.8305472,266000
1,11,43.0,38.5615057,68.739065,171600
2,9,75.0,38.55014405,68.76102166353772,326000
1,8,47.0,38.54692615,68.75433241238348,197000
1,9,53.0,38.55014405,68.76102166353772,235000
1,7,49.0,38.5615057,68.739065,223450
3,13,76.0,,,738000
1,11,33.0,38.5615057,68.739065,131700
1,5,53.0,38.5077678,68.7681578,250000
2,9,44.0,38.5615057,68.739065,250000
1,9,33.0,38.5615057,68.739065,150500
1,3,32.0,,,445000
3,10,106.0,38.562076,68.7984058,599000
4,14,140.0,38.58096865,68.79602632635067,798000
3,13,94.0,38.5635832,68.7537962,589000
3,2,60.0,38.5112209,68.73803768568288,315000
3,13,63.0,38.5208346,68.74790775,480000
2,10,85.0,,,530000
2,12,73.0,38.5615057,68.739065,330000
2,1,50.0,,,441480
3,4,80.0,38.5858337,68.793715,322000
1,10,36.0,38.5615057,68.739065,164160
1,11,41.0,38.5615057,68.739065,163600
1,2,47.0,38.5615057,68.739065,241110
5,8,85.0,,,600000
1,2,44.0,38.5615057,68.739065,225700
1,2,36.0,38.5615057,68.739065,184700
2,11,56.0,,,499000
1,4,45.0,38.5615057,68.739065,230800
1,10,63.0,38.5858337,68.793715,425000
2,6,67.0,38.5858337,68.793715,670000
4,9,110.0,38.5858337,68.793715,757000
4,4,145.0,38.5858337,68.793715,1425000
2,10,66.0,38.5615057,68.739065,580000
3,10,104.0,38.584950250000006,68.76348722496377,680000
1,7,51.0,,,350000
3,10,142.0,38.5858337,68.793715,1595000
3,2,75.0,38.5858337,68.793715,855000
2,11,62.0,38.5615057,68.739065,508000
1,4,52.0,38.5871679,68.7869964,435000
3,4,120.0,38.5858337,68.793715,1130000
2,5,54.0,38.5507163,68.8305472,385000
3,17,118.0,38.5507163,68.8305472,620000
1,4,63.0,38.5858337,68.793715,470000
3,10,132.0,38.5858337,68.793715,995000
3,17,118.0,38.5507163,68.8305472,630000
3,15,120.0,38.5615057,68.739065,1130000
5,6,186.0,,,1980000
4,1,80.0,,,735000
3,5,115.0,,,970000
2,1,50.0,38.52225355,68.74991793788521,475000
6,4,330.0,38.562076,68.7984058,3000000
4,3,80.0,38.52171765,68.74869761629216,525000
5,6,130.0,38.5425835,68.81521423589763,1480000
4,7,80.0,38.5215622,68.74921245,605000
2,2,50.0,,,465000
2,5,71.0,,,718000
3,5,126.0,,,850000
3,10,106.0,,,661000
5,11,147.0,38.5736713,68.7948765,1130000
2,4,91.0,38.5871679,68.7869964,627000
3,5,121.0,38.5737759,68.8016005,900000
1,2,42.0,38.5540499,68.78854784999999,220000
2,9,86.0,38.5858337,68.793715,910000
2,1,50.0,,,260000
2,4,47.0,38.5615057,68.739065,480000
4,8,110.0,,,878000
2,11,76.0,38.5507163,68.8305472,640000
4,7,100.0,38.5215622,68.74921245,622000
3,16,104.0,,,503000
2,16,78.0,,,373500
3,16,112.0,,,537000
3,16,105.0,,,503000
3,16,112.0,,,537000
3,2,107.0,38.5615057,68.739065,670000
1,7,47.0,38.562076,68.7984058,430000
2,3,50.0,,,225000
3,1,80.0,38.5615057,68.739065,470000
3,4,54.0,,,440000
2,3,44.0,38.52874565,68.7448214,369000
3,2,63.0,38.5615057,68.739065,600000
1,1,35.0,38.5885533,68.7787884,250000
3,4,67.0,38.52399065,68.74912565571961,540000
3,11,146.0,,,1580000
3,13,78.0,38.5736713,68.7948765,670000
3,7,117.0,38.5871679,68.7869964,810000
2,6,71.0,38.5984557,68.7868276,685000
3,9,125.0,,,1248000
2,11,80.0,,,452000
2,13,57.0,,,660000
2,2,48.0,38.5208346,68.74790775,370000
2,6,80.0,38.5507163,68.8305472,570000
2,1,56.0,,,420000
2,1,42.0,38.55844695,68.74822573217185,370000
3,2,58.0,,,350000
1,2,46.0,38.5112209,68.73803768568288,315000
3,3,58.0,38.5305762,68.7763022,250000
3,13,87.0,,,439000
2,4,47.0,38.5615057,68.739065,414000
2,2,45.0,38.5305762,68.7763022,195000
3,8,122.0,38.58096865,68.79602632635067,715000
1,8,54.0,38.5858337,68.793715,314000
2,8,107.0,38.5871679,68.7869964,609000
1,15,53.0,38.5208346,68.74790775,255000
3,3,82.0,38.6134776,68.7843731,735000
3,6,60.0,38.5615057,68.739065,400000
2,10,93.0,38.5507163,68.8305472,550000
1,10,55.0,,,499000
3,2,110.0,38.5637406,68.7921509,1345000
3,12,107.0,38.5305762,68.7763022,559999
1,2,33.0,38.5834656,68.7891768,290000
2,16,50.0,,,290000
4,1,70.0,38.54670385,68.74736905,570000
3,4,50.0,,,787000
2,16,60.0,38.5077678,68.7681578,160000
1,10,38.0,,,410500
1,18,80.0,,,430000
2,2,50.0,,,440000
1,8,50.0,38.5507163,68.8305472,220000
1,11,50.0,38.575439900000006,68.79299695439276,360000
2,5,83.0,,,587000
2,3,87.0,38.5834656,68.7891768,850000
2,11,109.0,38.5871679,68.7869964,678000
2,8,85.0,38.5615057,68.739065,485000
4,5,140.0,38.52171765,68.74869761629216,1150000
3,11,86.0,38.5737759,68.8016005,1085000
2,2,47.0,38.5234594,68.74951586109968,456000
2,15,65.0,,,260000
2,11,63.0,38.5615057,68.739065,456000
1,6,36.0,38.5615057,68.739065,300000
2,8,81.0,38.5536898,68.7652048,850000
3,2,68.0,38.5858337,68.793715,330000
