iter	Logloss
220	0.3120215887
221	0.3109647015
222	0.3102243427
223	0.3096035295
224	0.3086484448
225	0.30786157
226	0.3068674189
227	0.3063461618
228	0.3055384947
229	0.3046687258
230	0.3036091395
231	0.3032141262
232	0.302359926
233	0.3015669769
234	0.3008191469
235	0.2998939005
236	0.2989028868
237	0.2980259352
238	0.2971865057
239	0.2966456428
240	0.2960504996
241	0.2954219159
242	0.2946848624
243	0.2943647331
244	0.2939511865
245	0.2934091152
246	0.2930007493
247	0.292382207
248	0.2912089751
249	0.2905675468
250	0.2901303007
251	0.2895640425
252	0.2889879206
253	0.2883487839
254	0.287999328
255	0.2876696536
256	0.2871299739
257	0.28650722
258	0.2858712012
259	0.2849734398
260	0.2848709677
261	0.2843937184
262	0.283792283
263	0.2832051516
264	0.2825737226
265	0.282026395
266	0.2813634691
267	0.2804793306
268	0.2799849895
269	0.2793233332
270	0.278514611
271	0.2778068102
272	0.2771703427
273	0.2768952611
274	0.2764997772
275	0.2760488671
276	0.275611817
277	0.2748989791
278	0.2746183791
279	0.2742006877
280	0.2735867135
281	0.2729194283
282	0.2723118576
283	0.2717913171
284	0.271067803
285	0.2702943106
286	0.2696339198
287	0.2691804029
288	0.2685972469
289	0.268220875
290	0.2676360188
291	0.2671952353
292	0.2664867211
293	0.2657803521
294	0.2653744038
295	0.2648091191
296	0.2641827002
297	0.2637500993
298	0.2629336998
299	0.2624154703
300	0.2618652057
301	0.2613649208
302	0.2610748273
303	0.260513119
304	0.2600823592
305	0.2595967523
306	0.2589180348
307	0.2584378815
308	0.2580568281
309	0.2575058138
310	0.2570584641
311	0.2563799167
312	0.2558120894
313	0.25524841
314	0.2547417251
315	0.2543253464
316	0.2540203482
317	0.2535168845
318	0.252880712
319	0.2524143107
320	0.2517258469
321	0.2511697096
322	0.2506402752
323	0.2502033725
324	0.2496810754
325	0.249167531
326	0.2487930875
327	0.2484352192
328	0.2479868199
329	0.2475348515
330	0.2473659409
331	0.2467964072
332	0.2463901053
333	0.2458994737
334	0.2456258049
335	0.2449793267
336	0.2443994711
337	0.2439515867
338	0.2435299952
339	0.2429332216
340	0.2425068738
341	0.2419747431
342	0.2414578615
343	0.2410614926
344	0.2406884284
345	0.2401756693
346	0.2397814086
347	0.239106117
348	0.2388131888
349	0.2383371619
350	0.2379607006
351	0.2373925188
352	0.2368279678
353	0.2364279361
354	0.2359634874
355	0.2357490898
356	0.2352780732
357	0.2348713121
358	0.2343998334
359	0.2338211846
360	0.233336883
361	0.2331248823
362	0.2325655432
363	0.2320941601
364	0.2314938454
365	0.2309628886
366	0.2307357217
367	0.2301775634
368	0.2297175481
369	0.2294730223
370	0.2287787906
371	0.2283883238
372	0.2280718598
373	0.2278367372
374	0.227376179
375	0.2268995521
376	0.2265519711
377	0.2259819134
378	0.2256305077
379	0.225278147
380	0.2246975722
381	0.2242638723
382	0.2239669255
383	0.2236130581
384	0.2233588672
385	0.2228139263
386	0.2222255065
387	0.2219199417
388	0.2217650092
389	0.2215021412
390	0.2210340349
391	0.2207673574
392	0.220284174
393	0.2198849856
394	0.2196569009
395	0.2192082386
396	0.2187225287
397	0.218300267
398	0.2179887039
399	0.2176793953
400	0.2170373064
401	0.2167355354
402	0.2164419453
403	0.2159684612
404	0.2154236214
405	0.2150081654
406	0.2147996526
407	0.2144912395
408	0.2142929263
409	0.2138243368
410	0.2134670049
411	0.2129910524
412	0.2126266735
413	0.2121175875
414	0.2118869169
415	0.211711573
416	0.2113212845
417	0.2110206825
418	0.2106069993
419	0.2103293212
420	0.2101069698
421	0.2097182195
422	0.2093272931
423	0.2090720912
424	0.208656492
425	0.208289242
426	0.2077950773
427	0.2074496127
428	0.2072836018
429	0.2068410118
430	0.2065558595
431	0.2060887293
432	0.2058530549
433	0.2054148647
434	0.2050354049
435	0.2045781782
436	0.2043913703
437	0.2041020173
438	0.2039446327
439	0.2036713226
440	0.2032543791
441	0.2026587062
442	0.2024102896
443	0.202351917
444	0.2021480716
445	0.2016493194
446	0.2012532174
447	0.2008891136
448	0.2005835984
449	0.200408058
450	0.1999584306
451	0.1995176524
452	0.199127747
453	0.1987629498
454	0.1983694667
455	0.1979311751
456	0.1977343864
457	0.1973006084
458	0.1969684127
459	0.1967715084
460	0.1966744296
461	0.1963778694
462	0.1959715753
463	0.1955553921
464	0.1951802191
465	0.1949056625
466	0.1946633726
467	0.1942109375
468	0.1939459355
469	0.1935951765
470	0.1932182717
471	0.1929491194
472	0.1927079092
473	0.1921907135
474	0.1917288236
475	0.1914259482
476	0.1910800892
477	0.1909571327
478	0.1906301463
479	0.1903017024
480	0.1901200573
481	0.1897348131
482	0.1893610607
483	0.1891436953
484	0.1888782384
485	0.1886580431
486	0.1884736151
487	0.1882450374
488	0.1880812926
489	0.1877424835
490	0.1875328352
491	0.1873345212
492	0.1872457389
493	0.1871532644
494	0.1868182526
495	0.1865980701
496	0.1862347682
497	0.1858712829
498	0.1855618857
499	0.1852589881
500	0.1848364703
501	0.1848209066
502	0.1846152675
503	0.1842913034
504	0.1839110903
505	0.1834834506
506	0.1831498975
507	0.1829601816
508	0.1825409051
509	0.182092098
510	0.1817860644
511	0.1813601242
512	0.1811937406
513	0.1808717754
514	0.1805889479
515	0.180242596
516	0.1799218539
517	0.1796868546
518	0.1793408304
519	0.1788730199
520	0.1786180031
521	0.1784996526
522	0.1784072647
523	0.1781516898
524	0.1778793288
525	0.1775697882
526	0.1771851869
527	0.1769435125
528	0.1767365652
529	0.1764836942
530	0.1762971779
531	0.175934561
532	0.1756423711
533	0.1754501218
534	0.1750978242
535	0.1748729545
536	0.1747518143
537	0.1744712433
538	0.1742469149
539	0.1739375044
540	0.1738133457
541	0.173351357
542	0.1732349163
543	0.173006325
544	0.172731109
545	0.1724692339
546	0.1722350782
547	0.171963959
548	0.1718402249
549	0.1714356958
550	0.1713231074
551	0.1710662067
552	0.1707782098
553	0.1704430982
554	0.170186886
555	0.1699442877
556	0.1695240074
557	0.1692995128
558	0.1690977272
559	0.1687651987
560	0.1686130256
561	0.1683531688
562	0.1682611659
563	0.1681732568
564	0.1680410242
565	0.1677549842
566	0.1676517324
567	0.167550295
568	0.1673244056
569	0.1670391747
570	0.1668348687
571	0.1665565277
572	0.166320173
573	0.1660555325
574	0.1657809179
575	0.1656177246
576	0.1653474878
577	0.1651910674
578	0.164735911
579	0.1644896518
580	0.1643442931
581	0.1640720026
582	0.1637560458
583	0.1634350132
584	0.1631822498
585	0.1630346928
586	0.1627302429
587	0.1625059916
588	0.162158861
589	0.1618724908
590	0.1614504299
591	0.1612541224
592	0.1609425057
593	0.160906625
594	0.1606228574
595	0.1603824433
596	0.160158065
597	0.1600175884
598	0.1597607889
599	0.1595261428
600	0.1593349507
601	0.1590087892
602	0.1588279147
603	0.1586661145
604	0.1585320667
605	0.158389522
606	0.1580711677
607	0.1578263143
608	0.1575219436
609	0.1573385841
610	0.1571862892
611	0.156965821
612	0.1568319148
613	0.1567156158
614	0.1565465542
615	0.1563909692
616	0.1561224742
617	0.1559261119
618	0.1556695792
619	0.1554787572
620	0.1553425116
621	0.1552197215
622	0.155086391
623	0.1548517958
624	0.1546518415
625	0.1544093541
626	0.1541614973
627	0.1537480606
628	0.153563436
629	0.1533677753
630	0.1531786434
631	0.1530893878
632	0.1529137482
633	0.1526513184
634	0.1524961939
635	0.1522283808
636	0.1519544383
637	0.1516401277
638	0.1514198726
639	0.1512143557
640	0.1510025743
641	0.1508242918
642	0.1505726026
643	0.1504353571
644	0.1502727966
645	0.1500813146
646	0.1496760005
647	0.1495242196
648	0.149202054
649	0.1489943201
650	0.1488345347
651	0.148720324
652	0.1485315251
653	0.1483334815
654	0.1481764541
655	0.1479354484
656	0.1477509189
657	0.1474055523
658	0.1472569114
659	0.1470374576
660	0.1467166003
661	0.1465349505
662	0.1464140706
663	0.1462715279
664	0.1461138328
665	0.1459734691
666	0.1458313212
667	0.1456237675
668	0.1452452837
669	0.1449708563
670	0.1446908217
671	0.1445465367
672	0.1443890517
673	0.1442001573
674	0.144028819
675	0.1437893227
676	0.143631775
677	0.143382906
678	0.1431927879
679	0.1431286259
680	0.1427809758
681	0.1425867288
682	0.1425053948
683	0.1423014411
684	0.1420939071
685	0.1418200732
686	0.1415786654
687	0.1413102134
688	0.1411395025
689	0.1410700368
690	0.1408677971
691	0.1407322955
692	0.1405112178
693	0.1403940625
694	0.1401723638
695	0.1399281997
696	0.1397042006
697	0.1394426677
698	0.1392814892
699	0.1391982138
700	0.1389153987
701	0.1387259524
702	0.138651434702	0.1315721581
703	0.1313827107
704	0.1311014417
705	0.1310103081
7707	0.137583918707	0.1306540858
708	0.1304007517
709	0.1301990876
710	0.1298990677
711	0.1297611506
712	0.1295050305
713	0.1294191457
715	0.13633398
716	0.1361721522
717	0.1360787937
718	0.1359617249
719	0.1358465459
720	0.1356598618
721	0.1354824105
722	0.1351994322
723	0.1349789379
724	0.1347940515
725	0.1344740404
726	0.1342715961
727	0.1341128079
728	0.1339580941
729	0.1338122894
729	0.1270639305
730	0.1269541203
731	0.1268288033
732	0.126685372
733	0.1264416906
734	0.1262870621
735	0.1261522834
736	0.1259924688
737	0.1258475646
738	0.125706017
739	0.1255427084
740	0.125379248
741	0.125181071
742	0.1250208404
743	0.1249079211
744	0.1247284927
745	0.1246599639
746	0.1244592789
747	0.1243219456
748	0.1241958945
749	0.1241439263
750	0.1240570518
751	0.1238858747
752	0.1236760785
753	0.1234606306
754	0.1232139776
755	0.1230447466
756	0.1229608368
757	0.1228682475
758	0.122701261
759	0.1224740496
760	0.1222879159
761	0.122070651
762	0.121879351
763	0.1218000145
764	0.1216671303
765	0.1215187559
766	0.1212604437
767	0.1210789474
768	0.1208580508
769	0.1206172541
770	0.1205079572
771	0.1203772412
772	0.1201963632
773	0.1200617121
774	0.119987663
775	0.1198850682
776	0.1196940098
777	0.1194912835
778	0.1192063001
779	0.1190237492
780	0.1189047234
781	0.11880757
782	0.1186934101
783	0.1185115535
784	0.1183546508
785	0.1181197516
786	0.1179993561
787	0.1179163022
788	0.1177373567
789	0.1176745062
790	0.1175939477
791	0.1173946803
792	0.1173056151
793	0.1171256231
794	0.1170716266
795	0.1169678576
796	0.1167811087
797	0.116636337
798	0.1164355517
799	0.1162950003
800	0.1161552826
801	0.1160578682
802	0.1159369462
803	0.1157754011
804	0.1156411799
805	0.1155063766
806	0.1152948615
807	0.1151223068
808	0.1149803425
809	0.810	0.12108810	0.811	0.12096811	0.1145106196
812	0.1143089162
813	0.1141176651
814	0.1140210999
815	0.816	0.12025816	0.817	0.12009817	0.818	0.1199370665
819	0.1197357333
820	0.1195769021
821	0.1194262112
822	0.1193449937
823	0.119206137
824	0.1190529133
825	0.1188514575
826	0.1186737762
827	0.1185507657
828	0.1184141366
829	0.1182692868
830	0.1182241854
831	0.1179812094
832	0.1177850226
833	0.1176663037
834	0.1175549288
835	0.117436304
836	0.1173124154
837	0.1171865179
838	0.1170411957
839	0.1169489729
840	0.1168118723
841	0.1165662345
842	0.1163717284
843	0.1161506812
844	0.1160168967
845	0.115912546
846	0.1158105767
847	0.115743889
848	0.1156909369
849	0.1155962314
850	0.115525469
851	0.1154091458
852	0.1152194062
853	0.1150454003
854	0.1149174191
855	0.1147107966
856	0.1146080868
857	0.1145270712
858	0.1143385249
859	0.1142582771
860	0.1141623844
861	0.1139392966
862	0.1136835396
863	0.1135543866
864	0.1134356518
865	0.1132587678
866	0.1131556963
867	0.1130801681
868	0.113044019
869	0.1129433702
870	0.1128693142
871	0.1127703641
872	0.1125844694
873	0.1124410951
874	0.1122720435
875	0.1120158375
876	0.1119334234
877	0.1118047634
878	0.1116930055
879	0.1115857732
880	0.1115057657
881	0.111364485
882	0.111291332
883	0.1111930098
884	0.1109758979
885	0.1108533521
886	0.1106445881
887	0.1105466856
888	0.1104349923
889	0.1101933739
890	0.1100434895
891	0.1099118343
892	0.1097719206
893	0.1096143316
894	0.1095160323
895	0.1093709077
896	0.10927575
897	0.1091785503
898	0.109092302
899	0.1089645882
900	0.1088137283
901	0.1086655782
902	0.1085767369
903	0.1084867062
904	0.1084011261
905	0.108319225
906	0.1081993259
907	0.1079764822
908	0.1078513056
909	0.1076793829
910	0.1075799493
911	0.1074041958
912	0.1072954787
913	0.1072138349
914	0.1071366499
915	0.1070795626
916	0.1069360812
917	0.1068159812
918	0.1067054903
919	0.1065029689
920	0.1063624121
921	0.1062650151
922	0.1061082285
923	0.1059540807
924	0.1057829231
925	0.1055805546
926	0.1054958238
927	0.1053927419
928	0.1052788025
929	0.1051648205
930	0.1050689128
931	0.1048409307
932	0.1047446211
933	0.1046973553
934	0.1046254708
935	0.1044586854
936	0.1043856661
937	0.1042560374
938	0.1041696982
939	0.10407347
940	0.1040180868
941	0.1038539153
942	0.1037608485
943	0.1036381144
944	0.1035041108
945	0.103337335
946	0.1032485635
947	0.1030633506
948	0.1029474596
949	0.1027285944
950	0.1026165443
951	0.1025634129
952	0.102410476
953	0.102366695
954	0.1022828048
955	0.1021707588
956	0.1020939479
957	0.1018972213
958	0.1017505911
959	0.1016827955
960	0.1015767878
961	0.1014023245
962	0.1012854265
963	0.1011798576
964	0.1011007118
965	0.1010418082
966	0.100949012
967	0.1008089543
968	0.1007046392
969	0.1005901816
970	0.1004085844
971	0.1002516514
972	0.1001318902
973	0.09995648002
974	0.09989074491
975	0.09970721438
976	0.09949327065
977	0.09934882892
978	0.0991758894
979	0.09909005599
980	0.09896805861
981	0.09878541076
982	0.09866064848
983	0.09852914908
984	0.09833109704
985	0.09821872824
986	0.09810021031
987	0.09797116148
988	0.09781092315
989	0.09774716666
990	0.09763198614
991	0.09749883391
992	0.09741455219
993	0.0973657233
994	0.09725818148
995	0.09713587302
996	0.09703422553
997	0.09697791698
998	0.09688895243
999	0.0968208643

997	0.09165260139
998	0.09152514928
999	0.09136649357
53
998	0.08772487564
999	0.08765047026
